time_s,PA_deg,DA_deg,PWM_duty
33.3379,19.951,0.181,0.0
33.3479,18.018,0.181,0.0
33.3579,16.084,0.181,0.0
33.3679,14.062,0.181,0.0
33.3779,12.041,0.181,0.0
33.3879,9.932,0.181,0.0
33.3979,7.734,0.181,0.0
33.4079,5.625,0.181,0.0
33.4179,3.516,0.181,0.0
33.4279,1.318,0.181,0.0
33.4379,-0.791,0.181,0.0
33.4479,-2.988,0.181,0.0
33.4579,-5.098,0.181,0.0
33.4681,-7.207,0.181,0.0
33.4779,-9.229,0.181,0.0
33.4879,-11.25,0.181,0.0
33.4979,-13.271,0.181,0.0
33.5079,-15.205,0.181,0.0
33.5179,-17.051,0.181,0.0
33.5279,-18.896,0.181,0.0
33.5379,-20.654,0.181,0.0
33.5479,-22.324,0.181,0.0
33.5579,-23.994,0.181,0.0
33.5679,-25.488,0.181,0.0
33.5779,-26.982,0.181,0.0
33.5879,-28.389,0.181,0.0
33.5979,-29.619,0.181,0.0
33.6079,-30.85,0.181,0.0
33.6179,-31.992,0.181,0.0
33.6279,-32.959,0.181,0.0
33.6379,-33.926,0.181,0.0
33.6479,-34.717,0.181,0.0
33.6579,-35.42,0.181,0.0
33.6679,-36.035,0.181,0.0
33.6779,-36.562,0.181,0.0
33.6879,-36.914,0.181,0.0
33.6979,-37.266,0.181,0.0
33.7079,-37.441,0.181,0.0
33.7179,-37.529,0.181,0.0
33.7279,-37.441,0.181,0.0
33.7379,-37.354,0.181,0.0
33.7479,-37.09,0.181,0.0
33.7579,-36.738,0.181,0.0
33.7679,-36.299,0.181,0.0
33.7779,-35.771,0.181,0.0
33.7879,-35.156,0.181,0.0
33.7979,-34.365,0.181,0.0
33.8079,-33.574,0.181,0.0
33.8179,-32.607,0.181,0.0
33.8279,-31.641,0.181,0.0
33.8379,-30.498,0.181,0.0
33.8479,-29.268,0.181,0.0
33.8579,-27.949,0.181,0.0
33.8679,-26.631,0.181,0.0
33.8779,-25.225,0.181,0.0
33.8879,-23.643,0.181,0.0
33.8979,-22.061,0.181,0.0
33.9079,-20.391,0.181,0.0
33.9179,-18.721,0.181,0.0
33.9279,-16.875,0.181,0.0
33.9379,-15.117,0.181,0.0
33.9479,-13.184,0.181,0.0
33.9579,-11.25,0.181,0.0
33.9679,-9.316,0.181,0.0
33.9779,-7.295,0.181,0.0
33.9879,-5.273,0.181,0.0
33.9979,-3.252,0.181,0.0
34.0079,-1.143,0.181,0.0
34.0179,0.879,0.181,0.0
34.0279,2.988,0.181,0.0
34.0379,5.01,0.181,0.0
34.0479,7.119,0.181,0.0
34.0579,9.141,0.181,0.0
34.0679,11.162,0.181,0.0
34.0779,13.096,0.181,0.0
34.0879,15.117,0.181,0.0
34.0979,16.963,0.181,0.0
34.1079,18.809,0.181,0.0
34.1179,20.479,0.181,0.0
34.1279,22.236,0.181,0.0
34.1379,23.818,0.181,0.0
34.1479,25.4,0.181,0.0
34.1579,26.807,0.181,0.0
34.1679,28.213,0.181,0.0
34.1779,29.531,0.181,0.0
34.1879,30.762,0.181,0.0
34.1979,31.816,0.181,0.0
34.2079,32.871,0.181,0.0
34.2179,33.838,0.181,0.0
34.2279,34.629,0.181,0.0
34.2379,35.42,0.181,0.0
34.2479,35.947,0.181,0.0
34.2579,36.475,0.181,0.0
34.2679,36.826,0.181,0.0
34.2779,37.178,0.181,0.0
34.2879,37.354,0.181,0.0
34.2979,37.441,0.181,0.0
34.3079,37.441,0.181,0.0
34.3179,37.266,0.181,0.0
34.3279,37.002,0.181,0.0
34.338,36.65,0.181,0.0
34.3479,36.211,0.181,0.0
34.3579,35.684,0.181,0.0
34.3679,34.98,0.181,0.0
34.3779,34.189,0.181,0.0
34.3879,33.311,0.181,0.0
34.3979,32.432,0.181,0.0
34.4079,31.289,0.181,0.0
34.4179,30.146,0.181,0.0
34.4279,28.916,0.181,0.0
34.4379,27.598,0.181,0.0
34.4479,26.191,0.181,0.0
34.4579,24.697,0.181,0.0
34.4679,23.115,0.181,0.0
34.4779,21.445,0.181,0.0
34.4879,19.775,0.181,0.0
34.4979,18.018,0.181,0.0
34.5079,16.172,0.181,0.0
34.5179,14.326,0.181,0.0
34.5279,12.393,0.181,0.0
34.5379,10.459,0.181,0.0
34.5479,8.438,0.181,0.0
34.5579,6.416,0.181,0.0
34.5679,4.395,0.181,0.0
34.5779,2.373,0.181,0.0
34.5879,0.352,0.181,0.0
34.5979,-1.758,0.181,0.0
34.6079,-3.691,0.181,0.0
34.6179,-5.713,0.181,0.0
34.6279,-7.734,0.181,0.0
34.6379,-9.668,0.181,0.0
34.6479,-11.514,0.181,0.0
34.6579,-13.359,0.181,0.0
34.6679,-15.205,0.181,0.0
34.6779,-16.963,0.181,0.0
34.6879,-18.633,0.181,0.0
34.6979,-20.303,0.181,0.0
34.7079,-21.885,0.181,0.0
34.7179,-23.379,0.181,0.0
34.7279,-24.785,0.181,0.0
34.7379,-26.191,0.181,0.0
34.7479,-27.422,0.181,0.0
34.7579,-28.564,0.181,0.0
34.7679,-29.707,0.181,0.0
34.7779,-30.762,0.181,0.0
34.7879,-31.641,0.181,0.0
34.7979,-32.432,0.181,0.0
34.8079,-33.135,0.181,0.0
34.8179,-33.838,0.181,0.0
34.8279,-34.365,0.181,0.0
34.8379,-34.805,0.181,0.0
34.8479,-35.068,0.181,0.0
34.8579,-35.332,0.181,0.0
34.8679,-35.42,0.181,0.0
34.8779,-35.42,0.181,0.0
34.8879,-35.332,0.181,0.0
34.8979,-35.156,0.181,0.0
34.9079,-34.893,0.181,0.0
34.9179,-34.541,0.181,0.0
34.9279,-34.014,0.181,0.0
34.9379,-33.486,0.181,0.0
34.9479,-32.783,0.181,0.0
34.9579,-31.992,0.181,0.0
34.9679,-31.201,0.181,0.0
34.9779,-30.234,0.181,0.0
34.9879,-29.18,0.181,0.0
34.9979,-28.125,0.181,0.0
35.0079,-26.895,0.181,0.0
35.0179,-25.664,0.181,0.0
35.0279,-24.258,0.181,0.0
35.0379,-22.852,0.181,0.0
35.0479,-21.357,0.181,0.0
35.0579,-19.775,0.181,0.0
35.0679,-18.193,0.181,0.0
35.0779,-16.523,0.181,0.0
35.088,-14.766,0.181,0.0
35.0979,-13.096,0.181,0.0
35.1079,-11.25,0.181,0.0
35.1179,-9.404,0.181,0.0
35.1279,-7.559,0.181,0.0
35.1379,-5.625,0.181,0.0
35.1479,-3.691,0.181,0.0
35.1579,-1.758,0.181,0.0
35.1679,0.176,0.181,0.0
35.1779,2.197,0.181,0.0
35.1879,4.131,0.181,0.0
35.1979,6.064,0.181,0.0
35.2079,7.998,0.181,0.0
35.2179,9.932,0.181,0.0
35.228,11.777,0.181,0.0
35.2379,13.623,0.181,0.0
35.2479,15.469,0.181,0.0
35.2579,17.227,0.181,0.0
35.2679,18.896,0.181,0.0
35.2779,20.479,0.181,0.0
35.2879,22.061,0.181,0.0
35.2979,23.555,0.181,0.0
35.3079,24.961,0.181,0.0
35.3179,26.279,0.181,0.0
35.3279,27.51,0.181,0.0
35.338,28.74,0.181,0.0
35.3479,29.795,0.181,0.0
35.3579,30.762,0.181,0.0
35.3679,31.641,0.181,0.0
35.3779,32.52,0.181,0.0
35.3879,33.135,0.181,0.0
35.3979,33.75,0.181,0.0
35.4079,34.277,0.181,0.0
35.4179,34.717,0.181,0.0
35.4279,35.068,0.181,0.0
35.4379,35.244,0.181,0.0
35.4479,35.332,0.181,0.0
35.4579,35.332,0.181,0.0
35.4679,35.244,0.181,0.0
35.4779,34.98,0.181,0.0
35.4879,34.717,0.181,0.0
35.4979,34.277,0.181,0.0
35.5079,33.75,0.181,0.0
35.5179,33.135,0.181,0.0
35.5279,32.52,0.181,0.0
35.5379,31.641,0.181,0.0
35.5479,30.762,0.181,0.0
35.5579,29.795,0.181,0.0
35.5679,28.74,0.181,0.0
35.5779,27.598,0.181,0.0
35.5879,26.367,0.181,0.0
35.5979,25.049,0.181,0.0
35.6079,23.643,0.181,0.0
35.6179,22.148,0.181,0.0
35.6279,20.654,0.181,0.0
35.6379,18.984,0.181,0.0
35.6479,17.402,0.181,0.0
35.6579,15.645,0.181,0.0
35.6679,13.887,0.181,0.0
35.6779,12.129,0.181,0.0
35.6879,10.283,0.181,0.0
35.6979,8.35,0.181,0.0
35.7079,6.416,0.181,0.0
35.7179,4.57,0.181,0.0
35.7279,2.637,0.181,0.0
35.7379,0.703,0.181,0.0
35.7479,-1.23,0.181,0.0
35.7579,-3.164,0.181,0.0
35.7679,-5.01,0.181,0.0
35.7779,-6.943,0.181,0.0
35.7879,-8.789,0.181,0.0
35.7979,-10.547,0.181,0.0
35.8079,-12.305,0.181,0.0
35.8179,-14.062,0.181,0.0
35.8279,-15.732,0.181,0.0
35.8379,-17.314,0.181,0.0
35.8479,-18.896,0.181,0.0
35.8579,-20.391,0.181,0.0
35.8679,-21.797,0.181,0.0
35.8779,-23.203,0.181,0.0
35.8879,-24.521,0.181,0.0
35.8979,-25.752,0.181,0.0
35.9079,-26.807,0.181,0.0
35.9179,-27.861,0.181,0.0
35.9279,-28.828,0.181,0.0
35.9379,-29.707,0.181,0.0
35.9479,-30.498,0.181,0.0
35.9579,-31.201,0.181,0.0
35.9679,-31.816,0.181,0.0
35.9779,-32.344,0.181,0.0
35.9879,-32.783,0.181,0.0
35.9979,-33.135,0.181,0.0
36.0079,-33.311,0.181,0.0
36.0179,-33.398,0.181,0.0
36.028,-33.486,0.181,0.0
36.038,-33.398,0.181,0.0
36.048,-33.223,0.181,0.0
36.058,-32.959,0.181,0.0
36.068,-32.607,0.181,0.0
36.0779,-32.168,0.181,0.0
36.088,-31.641,0.181,0.0
36.098,-31.025,0.181,0.0
36.108,-30.234,0.181,0.0
36.118,-29.531,0.181,0.0
36.128,-28.564,0.181,0.0
36.138,-27.598,0.181,0.0
36.148,-26.631,0.181,0.0
36.158,-25.488,0.181,0.0
36.168,-24.258,0.181,0.0
36.178,-23.027,0.181,0.0
36.188,-21.621,0.181,0.0
36.1979,-20.215,0.181,0.0
36.2079,-18.809,0.181,0.0
36.2179,-17.227,0.181,0.0
36.2279,-15.645,0.181,0.0
36.2379,-14.062,0.181,0.0
36.2479,-12.393,0.181,0.0
36.2579,-10.723,0.181,0.0
36.2679,-8.965,0.181,0.0
36.2779,-7.207,0.181,0.0
36.2879,-5.361,0.181,0.0
36.298,-3.604,0.181,0.0
36.308,-1.758,0.181,0.0
36.3179,0.088,0.181,0.0
36.3279,1.934,0.181,0.0
36.3379,3.779,0.181,0.0
36.348,5.625,0.181,0.0
36.3579,7.471,0.181,0.0
36.3679,9.229,0.181,0.0
36.3779,10.986,0.181,0.0
36.3879,12.744,0.181,0.0
36.3979,14.502,0.181,0.0
36.4079,16.084,0.181,0.0
36.4179,17.666,0.181,0.0
36.4279,19.248,0.181,0.0
36.4379,20.742,0.181,0.0
36.4479,22.061,0.181,0.0
36.4579,23.467,0.181,0.0
36.4679,24.697,0.181,0.0
36.4779,25.928,0.181,0.0
36.4879,26.982,0.181,0.0
36.4979,28.037,0.181,0.0
