time_s,PA_deg,DA_deg,PWM_duty
25.4677,9.141,0.364,0.0
25.4777,-12.92,0.364,0.0
25.488,10.02,0.364,0.0
25.4977,10.371,0.364,0.0
25.5077,10.723,0.364,0.0
25.5177,10.986,0.364,0.0
25.5277,11.25,0.364,0.0
25.5377,11.514,0.364,0.0
25.5477,11.689,0.364,0.0
25.5577,11.953,0.364,0.0
25.5677,12.041,0.364,0.0
25.5777,12.129,0.364,0.0
25.5877,12.129,0.364,0.0
25.5977,12.129,0.364,0.0
25.6077,12.129,0.364,0.0
25.6177,12.041,0.364,0.0
25.6277,12.041,0.364,0.0
25.6377,11.865,0.364,0.0
25.6477,11.689,0.364,0.0
25.6577,11.426,0.364,0.0
25.6677,11.25,0.364,0.0
25.6777,10.898,0.364,0.0
25.6877,10.635,0.364,0.0
25.6977,10.195,0.364,0.0
25.7077,9.844,0.364,0.0
25.7177,9.404,0.364,0.0
25.7277,9.053,0.364,-40.0
25.7377,8.701,0.363,-40.0
25.7477,8.262,0.363,-40.0
25.7577,7.998,0.361,-40.0
25.7677,7.734,0.36,-40.0
25.7777,7.383,0.358,-40.0
25.7877,7.295,0.356,-40.0
25.7977,7.031,0.353,-40.0
25.8077,6.943,0.35,-40.0
25.8177,6.855,0.347,-40.0
25.8277,6.68,0.351,-40.0
25.8377,6.504,0.34,-40.0
25.8477,6.504,0.344,-40.0
25.8577,6.416,0.332,-40.0
25.8677,6.416,0.327,-40.0
25.8777,6.416,0.322,-40.0
25.8877,6.328,0.318,-40.0
25.8977,6.24,0.32,-40.0
25.9077,6.24,0.308,-40.0
25.9177,6.24,0.303,-40.0
25.9277,6.24,0.298,-40.0
25.9377,6.152,0.293,-40.0
25.9477,6.152,0.287,-40.0
25.9577,6.152,0.282,-40.0
25.9677,6.24,0.277,-40.0
25.9777,6.064,0.271,-40.0
25.9877,6.152,0.265,-40.0
25.9977,6.064,0.259,-40.0
26.0077,5.977,0.253,-40.0
26.0177,5.977,0.248,-40.0
26.0277,5.977,0.242,-40.0
26.0377,5.801,0.236,-40.0
26.0478,5.801,0.23,-40.0
26.0577,5.713,0.224,-40.0
26.0677,5.625,0.217,-40.0
26.0777,5.625,0.211,-40.0
26.0877,5.449,0.204,-40.0
26.0977,5.361,0.205,-40.0
26.1077,5.186,0.19,-40.0
26.1177,5.098,0.183,-40.0
26.1277,5.098,0.177,-40.0
26.1377,4.922,0.17,-40.0
26.1477,4.746,0.163,-40.0
26.1577,4.746,0.157,-40.0
26.1677,4.482,0.15,-40.0
26.1777,4.307,0.151,-40.0
26.1877,4.219,0.136,-40.0
26.1977,4.043,0.129,-40.0
26.2077,3.867,0.122,-40.0
26.2177,3.691,0.115,-40.0
26.2277,3.516,0.108,-40.0
26.2377,3.34,0.101,-40.0
26.2477,3.164,0.094,-40.0
26.2577,3.076,0.086,-40.0
26.2677,2.812,0.078,-40.0
26.2777,2.637,0.071,-40.0
26.2877,2.461,0.063,-40.0
26.2977,2.285,0.056,-40.0
26.3077,2.109,0.048,-40.0
26.3177,1.846,0.041,-40.0
26.3277,1.582,0.034,-40.0
26.3377,1.406,0.026,-40.0
26.3477,1.23,0.019,-40.0
26.3577,0.967,0.019,-40.0
26.3677,0.791,0.004,-40.0
26.3777,0.527,-0.003,-40.0
26.3877,0.264,-0.01,-40.0
26.3977,0.176,-0.018,-40.0
26.4078,-0.088,-0.025,-40.0
26.4178,-0.352,-0.033,-40.0
26.4278,-0.439,-0.041,-40.0
26.4377,-0.791,-0.049,-40.0
26.4477,-0.967,-0.056,-40.0
26.4577,-1.055,-0.064,-40.0
26.4677,-1.23,-0.072,-40.0
26.4777,-1.494,-0.079,-40.0
26.4877,-1.582,-0.086,-40.0
26.4977,-1.846,-0.094,-40.0
26.5077,-2.021,-0.101,-40.0
26.5177,-2.197,-0.109,-40.0
26.5277,-2.461,-0.116,0.0
26.5377,-2.549,-0.124,0.0
26.5477,-2.725,-0.13,0.0
26.5577,-2.988,-0.137,0.0
26.5677,-3.34,-0.143,0.0
26.5777,-3.604,-0.149,0.0
26.5877,-4.043,-0.155,0.0
26.5977,-4.482,-0.161,0.0
26.6077,-4.834,-0.166,0.0
26.6177,-5.361,-0.172,0.0
26.6277,-5.889,-0.177,0.0
26.6377,-6.416,-0.181,0.0
26.6477,-6.943,-0.185,0.0
26.6577,-7.559,-0.181,0.0
26.6677,-8.174,-0.193,0.0
26.6777,-8.701,-0.196,0.0
26.6877,-9.404,-0.199,0.0
26.6977,-10.02,-0.202,0.0
26.7077,-10.635,-0.205,0.0
26.7177,-11.25,-0.207,0.0
26.7277,-11.865,-0.21,0.0
26.7377,-12.48,-0.212,0.0
26.7477,-13.096,-0.214,0.0
26.7577,-13.623,-0.215,0.0
26.7677,-14.326,-0.217,0.0
26.7777,-14.854,-0.218,0.0
26.7877,-15.469,-0.219,0.0
26.7977,-15.996,-0.22,0.0
26.8077,-16.523,-0.22,0.0
26.8177,-16.963,-0.221,0.0
26.8277,-17.578,-0.221,0.0
26.8377,-18.018,-0.221,0.0
26.8477,-18.457,-0.221,0.0
26.8577,-18.809,-0.221,0.0
26.8677,-19.072,-0.221,0.0
26.8777,-19.424,-0.221,0.0
26.8877,-19.6,-0.221,0.0
26.8977,-19.688,-0.221,0.0
26.9077,-19.775,-0.221,0.0
26.9177,-19.688,-0.221,0.0
26.9277,-19.688,-0.221,0.0
26.9377,-19.6,-0.221,0.0
26.9477,-19.424,-0.221,0.0
26.9577,-19.248,-0.221,0.0
26.9678,-18.984,-0.221,0.0
26.9777,-18.633,-0.221,0.0
26.9877,-18.281,-0.221,0.0
26.9977,-17.842,-0.221,0.0
27.0077,-17.314,-0.221,0.0
27.0177,-16.699,-0.221,0.0
27.0277,-16.172,-0.221,0.0
27.0377,-15.557,-0.221,0.0
27.0477,-14.854,-0.221,0.0
27.0577,-14.15,-0.221,0.0
27.0677,-13.359,-0.221,0.0
27.0777,-12.568,-0.221,0.0
27.0877,-11.689,-0.221,0.0
27.0977,-10.811,-0.221,0.0
27.1077,-9.844,-0.221,0.0
27.1177,-8.965,-0.221,0.0
27.1277,-7.998,-0.221,0.0
27.1377,-7.031,-0.221,0.0
27.1477,-5.977,-0.221,0.0
27.1577,-4.922,-0.221,0.0
27.1677,-3.867,-0.221,0.0
27.1777,-2.812,-0.221,0.0
27.1877,-1.758,-0.221,0.0
27.1978,-0.703,-0.221,0.0
27.2077,0.352,-0.221,0.0
27.2177,1.494,-0.221,0.0
27.2277,2.549,-0.221,0.0
27.2377,3.604,-0.221,0.0
27.2477,4.658,-0.221,0.0
27.2577,5.713,-0.221,0.0
27.2677,6.768,-0.221,0.0
27.2777,7.734,-0.221,0.0
27.2877,8.701,-0.221,0.0
27.2977,9.668,-0.221,0.0
27.3077,10.635,-0.221,0.0
27.3177,11.514,-0.221,0.0
27.3277,12.393,-0.221,0.0
27.3377,13.184,-0.221,0.0
27.3477,13.887,-0.221,0.0
27.3577,14.678,-0.221,0.0
27.3677,15.293,-0.221,0.0
27.3777,15.908,-0.221,0.0
27.3877,16.523,-0.221,0.0
27.3977,17.051,-0.221,0.0
27.4077,17.578,-0.221,0.0
27.4177,17.93,-0.221,0.0
27.4279,18.281,-0.221,0.0
27.4378,18.633,-0.221,0.0
27.4478,18.809,-0.221,0.0
27.4577,19.072,-0.221,0.0
27.4677,19.16,-0.221,0.0
27.4777,19.248,-0.221,0.0
27.4877,19.248,-0.221,0.0
27.4977,19.248,-0.221,0.0
27.5077,19.16,-0.221,0.0
27.5177,18.984,-0.221,0.0
27.5277,18.721,-0.221,70.0
27.5377,18.193,-0.227,70.0
27.5477,17.578,-0.217,70.0
27.5577,16.699,-0.215,70.0
27.5677,15.645,-0.211,70.0
27.5777,14.326,-0.206,70.0
27.5877,13.096,-0.201,70.0
27.5977,11.602,-0.196,70.0
27.6077,10.02,-0.19,70.0
27.6177,8.438,-0.183,70.0
27.6277,6.592,-0.176,70.0
27.6377,4.834,-0.169,70.0
27.6477,2.988,-0.161,70.0
27.6577,0.967,-0.154,70.0
27.6677,-0.967,-0.146,70.0
27.6777,-2.9,-0.138,70.0
27.6877,-5.01,-0.13,70.0
27.6977,-6.943,-0.122,70.0
27.7077,-8.965,-0.113,70.0
27.7177,-10.986,-0.104,70.0
27.7277,-12.92,-0.095,70.0
27.7377,-15.117,-0.087,70.0
27.7477,-16.963,-0.078,70.0
27.7577,-18.984,-0.068,70.0
27.7677,-20.742,-0.059,70.0
27.7777,-22.588,-0.049,70.0
27.7877,-24.346,-0.038,70.0
27.7977,-26.016,-0.028,70.0
27.8077,-27.686,-0.018,70.0
27.8177,-29.268,-0.008,70.0
27.8277,-30.85,0.002,0.0
27.8377,-32.168,0.004,0.0
27.8477,-33.398,0.022,0.0
27.8577,-34.453,0.031,0.0
27.8677,-35.332,0.04,0.0
27.8777,-36.123,0.048,0.0
27.8877,-36.826,0.057,0.0
27.8977,-37.354,0.065,0.0
27.9077,-37.705,0.073,0.0
27.9177,-37.793,0.081,0.0
27.9277,-37.881,0.088,0.0
27.9377,-37.705,0.096,0.0
27.9477,-37.529,0.102,0.0
27.9578,-37.266,0.108,0.0
27.9678,-36.65,0.114,0.0
27.9777,-36.123,0.112,0.0
27.9877,-35.332,0.126,0.0
27.9977,-34.453,0.131,0.0
28.0077,-33.398,0.136,0.0
28.0177,-32.256,0.141,0.0
28.0277,-31.025,0.146,0.0
28.0378,-29.531,0.15,0.0
28.0478,-27.949,0.154,0.0
28.0578,-26.279,0.157,0.0
28.0678,-24.521,0.16,0.0
28.0778,-22.676,0.164,0.0
28.0878,-20.654,0.166,0.0
28.0978,-18.545,0.169,0.0
28.1078,-16.348,0.171,0.0
28.1178,-14.062,0.173,0.0
28.1278,-11.602,0.175,0.0
28.1378,-9.141,0.176,0.0
28.1478,-6.592,0.178,0.0
28.1578,-3.955,0.179,0.0
28.1678,-1.23,0.18,0.0
28.1778,1.406,0.18,0.0
28.1878,4.219,0.181,0.0
28.1978,6.943,0.181,0.0
28.2078,-12.832,0.181,0.0
28.2177,12.48,0.181,0.0
28.2277,15.205,0.181,0.0
28.2377,18.018,0.181,0.0
28.2478,20.654,0.181,0.0
28.2577,23.203,0.181,0.0
28.2677,25.752,0.181,0.0
28.2777,28.125,0.181,0.0
28.2877,30.498,0.181,0.0
28.2978,32.695,0.181,0.0
28.3078,34.893,0.181,0.0
28.3178,36.826,0.181,0.0
28.3277,38.672,0.181,0.0
28.3377,40.43,0.181,0.0
28.3478,42.1,0.181,0.0
28.3577,43.682,0.181,0.0
28.3677,45.088,0.181,0.0
28.3777,46.406,0.181,0.0
28.3877,47.549,0.181,0.0
28.3977,48.516,0.181,0.0
28.4078,49.395,0.181,0.0
28.4177,50.098,0.181,0.0
28.4277,50.801,0.181,0.0
28.4377,51.24,0.181,0.0
28.4477,51.68,0.181,0.0
28.4577,51.855,0.181,0.0
28.4677,51.855,0.181,0.0
28.4777,51.768,0.181,0.0
28.4877,51.504,0.181,0.0
28.4977,51.152,0.181,0.0
28.5077,50.713,0.181,0.0
28.5177,50.098,0.181,0.0
28.5278,49.307,0.181,0.0
28.5378,48.428,0.181,0.0
28.5477,47.373,0.181,0.0
28.5577,46.23,0.181,0.0
28.5677,44.912,0.181,0.0
28.5777,43.506,0.181,0.0
28.5877,41.924,0.181,0.0
28.5977,40.254,0.181,0.0
28.6078,38.496,0.181,0.0
28.6178,36.65,0.181,0.0
28.6278,34.629,0.181,0.0
28.6377,32.52,0.181,0.0
28.6478,30.322,0.181,0.0
28.6577,27.949,0.181,0.0
28.6678,25.576,0.181,0.0
28.6777,23.115,0.181,0.0
28.6877,20.566,0.181,0.0
28.6977,18.018,0.181,0.0
28.7077,15.381,0.181,0.0
28.7177,12.656,0.181,0.0
28.7277,9.844,0.181,0.0
28.7377,7.031,0.181,0.0
28.7478,4.219,0.181,0.0
28.7577,1.494,0.181,0.0
28.7678,-1.318,0.181,0.0
28.7778,-4.131,0.181,0.0
28.7878,-6.855,0.181,0.0
28.7977,-9.58,0.181,0.0
28.8078,-12.217,0.181,0.0
28.8177,-14.854,0.181,0.0
28.8278,-17.314,0.181,0.0
28.8377,-19.863,0.181,0.0
28.8478,-22.236,0.181,0.0
28.8578,-24.609,0.181,0.0
28.8678,-26.895,0.181,0.0
28.8777,-29.004,0.181,0.0
28.8878,-31.113,0.181,0.0
28.8978,-33.135,0.181,0.0
28.9078,-34.98,0.181,0.0
28.9178,-36.738,0.181,0.0
28.9278,-38.408,0.181,0.0
28.9378,-39.902,0.181,0.0
28.9478,-41.309,0.181,0.0
28.9578,-42.715,0.181,0.0
28.9678,-43.857,0.181,0.0
28.9778,-44.912,0.181,0.0
28.9878,-45.791,0.181,0.0
28.9978,-46.582,0.181,0.0
29.0078,-47.285,0.181,0.0
29.0178,-47.812,0.181,0.0
29.0278,-48.252,0.181,0.0
29.0378,-48.516,0.181,0.0
29.0478,-48.691,0.181,0.0
29.0578,-48.691,0.181,0.0
29.0678,-48.604,0.181,0.0
29.0778,-48.34,0.181,0.0
29.0878,-47.988,0.181,0.0
29.0978,-47.461,0.181,0.0
29.1078,-46.934,0.181,0.0
29.1178,-46.143,0.181,0.0
29.1278,-45.264,0.181,0.0
29.1378,-44.385,0.181,0.0
29.1478,-43.242,0.181,0.0
29.1578,-42.012,0.181,0.0
29.1678,-40.693,0.181,0.0
29.1778,-39.199,0.181,0.0
29.1878,-37.705,0.181,0.0
29.1978,-36.035,0.181,0.0
29.2078,-34.277,0.181,0.0
29.2178,-32.432,0.181,0.0
29.2278,-30.498,0.181,0.0
29.2378,-28.477,0.181,0.0
29.2478,-26.367,0.181,0.0
29.2578,-24.082,0.181,0.0
29.2678,-21.797,0.181,0.0
29.2778,-19.424,0.181,0.0
29.2878,-17.051,0.181,0.0
29.2978,-14.59,0.181,0.0
29.3078,-12.041,0.181,0.0
29.3178,-9.492,0.181,0.0
29.3278,-6.855,0.181,0.0
29.3378,-4.219,0.181,0.0
29.3478,-1.582,0.181,0.0
29.3578,1.055,0.181,0.0
29.3678,3.691,0.181,0.0
29.3778,6.416,0.181,0.0
29.3878,9.053,0.181,0.0
29.3978,11.689,0.181,0.0
29.4078,14.238,0.181,0.0
29.4178,16.787,0.181,0.0
29.4278,19.336,0.181,0.0
29.4378,21.797,0.181,0.0
29.4478,24.082,0.181,0.0
29.4578,26.367,0.181,0.0
29.4678,28.564,0.181,0.0
29.4778,30.674,0.181,0.0
29.4878,32.695,0.181,0.0
29.4978,34.541,0.181,0.0
29.5078,36.387,0.181,0.0
29.5178,38.057,0.181,0.0
29.5278,39.551,0.181,0.0
29.5378,41.045,0.181,0.0
29.5478,42.363,0.181,0.0
29.5578,43.594,0.181,0.0
29.5678,44.736,0.181,0.0
29.5778,45.615,0.181,0.0
29.5878,46.494,0.181,0.0
29.5978,47.197,0.181,0.0
29.6078,47.725,0.181,0.0
29.6178,48.076,0.181,0.0
29.6278,48.428,0.181,0.0
29.6378,48.604,0.181,0.0
29.6478,48.691,0.181,0.0
29.6578,48.516,0.181,0.0
29.6678,48.34,0.181,0.0
29.6778,47.988,0.181,0.0
29.6878,47.461,0.181,0.0
29.6978,46.846,0.181,0.0
29.7078,46.143,0.181,0.0
29.7178,45.264,0.181,0.0
29.7278,44.297,0.181,0.0
29.7378,43.154,0.181,0.0
29.7478,41.924,0.181,0.0
29.7578,40.518,0.181,0.0
29.7678,39.023,0.181,0.0
29.7778,37.441,0.181,0.0
29.7878,35.684,0.181,0.0
29.7978,33.926,0.181,0.0
29.8078,54.492,0.181,0.0
29.8178,29.971,0.181,0.0
29.8278,27.861,0.181,0.0
29.8378,25.664,0.181,0.0
29.8478,23.379,0.181,0.0
29.8578,21.094,0.181,0.0
29.8678,18.633,0.181,0.0
29.8778,16.172,0.181,0.0
29.8878,13.711,0.181,0.0
29.8978,11.074,0.181,0.0
29.9078,8.525,0.181,0.0
29.9178,5.801,0.181,0.0
29.9278,3.252,0.181,0.0
29.9378,0.615,0.181,0.0
29.9478,-2.021,0.181,0.0
29.9578,-4.658,0.181,0.0
29.9678,-7.207,0.181,0.0
29.9778,-9.756,0.181,0.0
29.9878,-12.217,0.181,0.0
29.9978,-14.678,0.181,0.0
30.0078,-17.051,0.181,0.0
30.0178,-19.424,0.181,0.0
30.0278,-21.621,0.181,0.0
30.0378,-23.818,0.181,0.0
30.0479,-25.928,0.181,0.0
30.0578,-27.949,0.181,0.0
30.0678,-29.883,0.181,0.0
30.0778,-31.729,0.181,0.0
30.0878,-33.398,0.181,0.0
30.0978,-35.068,0.181,0.0
30.1078,-36.562,0.181,0.0
30.1178,-37.969,0.181,0.0
30.1278,-39.199,0.181,0.0
30.1378,-40.43,0.181,0.0
30.1478,-41.484,0.181,0.0
30.1578,-42.451,0.181,0.0
30.1678,-43.242,0.181,0.0
30.1778,-43.945,0.181,0.0
30.1878,-44.473,0.181,0.0
30.1978,-45.0,0.181,0.0
30.2078,-45.264,0.181,0.0
30.2178,-45.527,0.181,0.0
30.2278,-45.615,0.181,0.0
30.2378,-45.527,0.181,0.0
30.2478,-45.352,0.181,0.0
30.2578,-45.088,0.181,0.0
30.2678,-44.561,0.181,0.0
30.2778,-44.033,0.181,0.0
30.2878,-43.418,0.181,0.0
30.2978,-42.627,0.181,0.0
30.3078,-41.748,0.181,0.0
30.3178,-40.693,0.181,0.0
30.3278,-39.639,0.181,0.0
30.3378,-38.408,0.181,0.0
30.3478,-37.09,0.181,0.0
30.3578,-35.684,0.181,0.0
30.3678,-34.102,0.181,0.0
30.3778,-32.52,0.181,0.0
30.3878,-30.762,0.181,0.0
30.3978,-29.004,0.181,0.0
30.4078,-27.07,0.181,0.0
30.4178,-25.137,0.181,0.0
30.4278,-23.027,0.181,0.0
30.4378,-20.918,0.181,0.0
30.4478,-18.809,0.181,0.0
30.4578,-16.523,0.181,0.0
30.4678,-14.238,0.181,0.0
30.4778,-11.865,0.181,0.0
30.4878,-9.492,0.181,0.0
30.4978,-7.031,0.181,0.0
30.5078,-4.57,0.181,0.0
30.5178,-2.109,0.181,0.0
30.5278,0.352,0.181,0.0
30.5378,2.812,0.181,0.0
30.5478,5.361,0.181,0.0
30.5578,7.822,0.181,0.0
30.5678,10.283,0.181,0.0
30.5778,12.744,0.181,0.0
30.5878,15.117,0.181,0.0
30.5978,17.49,0.181,0.0
30.6078,19.688,0.181,0.0
30.6178,21.885,0.181,0.0
30.6278,24.082,0.181,0.0
30.6378,26.104,0.181,0.0
30.6478,28.037,0.181,0.0
30.6578,29.971,0.181,0.0
30.6678,31.729,0.181,0.0
30.6778,33.398,0.181,0.0
30.6878,35.068,0.181,0.0
30.6978,36.562,0.181,0.0
30.7078,37.881,0.181,0.0
30.7178,39.199,0.181,0.0
30.7278,40.254,0.181,0.0
30.7378,41.309,0.181,0.0
30.7478,42.275,0.181,0.0
30.7578,43.066,0.181,0.0
30.7678,43.682,0.181,0.0
30.7778,44.209,0.181,0.0
30.7878,44.648,0.181,0.0
30.7978,45.0,0.181,0.0
30.8078,45.176,0.181,0.0
30.8178,45.176,0.181,0.0
30.8278,45.088,0.181,0.0
30.8378,44.912,0.181,0.0
30.8478,44.561,0.181,0.0
30.8578,44.121,0.181,0.0
30.8678,43.506,0.181,0.0
30.8778,42.803,0.181,0.0
30.8878,42.012,0.181,0.0
30.8978,41.045,0.181,0.0
30.9078,39.99,0.181,0.0
30.9178,38.848,0.181,0.0
30.9278,37.617,0.181,0.0
30.9378,36.211,0.181,0.0
30.9478,34.717,0.181,0.0
30.9578,33.047,0.181,0.0
30.9678,31.377,0.181,0.0
30.9778,29.619,0.181,0.0
30.9878,27.686,0.181,0.0
30.9978,25.752,0.181,0.0
31.0078,23.643,0.181,0.0
31.0178,21.533,0.181,0.0
31.0278,19.336,0.181,0.0
31.0378,17.139,0.181,0.0
31.0479,14.766,0.181,0.0
31.0578,12.48,0.181,0.0
31.0678,10.107,0.181,0.0
31.0778,7.646,0.181,0.0
31.0878,5.186,0.181,0.0
31.0978,2.725,0.181,0.0
31.1078,0.352,0.181,0.0
31.1178,-2.109,0.181,0.0
31.1278,-4.57,0.181,0.0
31.1378,-6.943,0.181,0.0
31.1478,-9.316,0.181,0.0
31.1579,-11.602,0.181,0.0
31.1679,-13.887,0.181,0.0
31.1778,-16.084,0.181,0.0
31.1878,-18.281,0.181,0.0
31.1978,-20.391,0.181,0.0
31.2078,-22.412,0.181,0.0
31.2179,-24.346,0.181,0.0
31.2278,-26.279,0.181,0.0
31.2378,-28.037,0.181,0.0
31.2478,-29.707,0.181,0.0
31.2578,-31.289,0.181,0.0
31.2678,-32.783,0.181,0.0
31.2778,-34.277,0.181,0.0
31.2878,-35.596,0.181,0.0
31.2979,-36.738,0.181,0.0
31.3078,-37.793,0.181,0.0
31.3178,-38.848,0.181,0.0
31.3278,-39.639,0.181,0.0
31.3378,-40.43,0.181,0.0
31.3478,-41.045,0.181,0.0
31.3578,-41.572,0.181,0.0
31.3678,-41.924,0.181,0.0
31.3778,-42.275,0.181,0.0
31.3878,-42.451,0.181,0.0
31.3978,-42.451,0.181,0.0
31.4078,-42.451,0.181,0.0
31.4178,-42.275,0.181,0.0
31.4278,-41.924,0.181,0.0
31.4378,-41.572,0.181,0.0
31.4478,-41.045,0.181,0.0
31.4578,-40.43,0.181,0.0
31.4678,-39.727,0.181,0.0
31.4778,-38.936,0.181,0.0
31.4878,-37.969,0.181,0.0
31.4978,-36.914,0.181,0.0
31.5078,-35.771,0.181,0.0
31.5178,-34.541,0.181,0.0
31.5278,-33.223,0.181,0.0
31.5378,-31.729,0.181,0.0
31.5478,-30.234,0.181,0.0
31.5578,-28.564,0.181,0.0
31.5678,-26.895,0.181,0.0
31.5778,-25.137,0.181,0.0
31.5878,-23.291,0.181,0.0
31.5979,-21.357,0.181,0.0
31.6078,-19.336,0.181,0.0
31.6178,-17.314,0.181,0.0
31.6278,-15.205,0.181,0.0
31.6378,-13.008,0.181,0.0
31.6478,-10.811,0.181,0.0
31.6578,-8.613,0.181,0.0
31.6678,-6.328,0.181,0.0
31.6778,-4.043,0.181,0.0
31.6878,-1.758,0.181,0.0
31.6978,0.615,0.181,0.0
31.7078,2.9,0.181,0.0
31.7178,5.273,0.181,0.0
31.7278,7.559,0.181,0.0
31.7378,9.844,0.181,0.0
31.7478,12.129,0.181,0.0
31.7578,14.326,0.181,0.0
31.7678,16.523,0.181,0.0
31.7778,18.633,0.181,0.0
31.7878,20.742,0.181,0.0
31.7978,22.676,0.181,0.0
31.8078,24.609,0.181,0.0
31.8178,26.455,0.181,0.0
31.8278,28.213,0.181,0.0
31.8378,29.883,0.181,0.0
31.8478,31.377,0.181,0.0
31.8578,32.959,0.181,0.0
31.8678,34.277,0.181,0.0
31.8778,35.596,0.181,0.0
31.8878,36.738,0.181,0.0
31.8978,37.793,0.181,0.0
31.9078,38.76,0.181,0.0
31.9178,39.551,0.181,0.0
31.9278,40.254,0.181,0.0
31.9378,40.869,0.181,0.0
31.9478,41.396,0.181,0.0
31.9578,41.748,0.181,0.0
31.9678,42.012,0.181,0.0
31.9778,42.1,0.181,0.0
31.9878,42.1,0.181,0.0
31.9978,42.012,0.181,0.0
32.0078,41.836,0.181,0.0
32.0178,41.396,0.181,0.0
32.0279,40.957,0.181,0.0
32.0379,40.43,0.181,0.0
32.0479,39.727,0.181,0.0
32.0579,38.936,0.181,0.0
32.0679,38.057,0.181,0.0
32.0778,37.002,0.181,0.0
32.0879,35.859,0.181,0.0
32.0979,34.629,0.181,0.0
32.1079,33.223,0.181,0.0
32.1179,31.816,0.181,0.0
32.1279,30.322,0.181,0.0
32.1379,28.652,0.181,0.0
32.1479,26.895,0.181,0.0
32.1579,25.137,0.181,0.0
32.1679,23.291,0.181,0.0
32.1779,21.357,0.181,0.0
32.1879,19.336,0.181,0.0
32.1979,17.227,0.181,0.0
32.2078,15.117,0.181,0.0
32.2178,12.92,0.181,0.0
32.2278,10.723,0.181,0.0
32.2378,8.438,0.181,0.0
32.2478,6.24,0.181,0.0
32.2578,3.955,0.181,0.0
32.2678,1.67,0.181,0.0
32.2778,-0.615,0.181,0.0
32.2878,-2.9,0.181,0.0
32.2978,-5.186,0.181,0.0
32.3079,-7.383,0.181,0.0
32.3178,-9.58,0.181,0.0
32.3279,-11.777,0.181,0.0
32.3379,-13.887,0.181,0.0
32.3478,-15.908,0.181,0.0
32.3578,-17.93,0.181,0.0
32.3679,-19.863,0.181,0.0
32.3778,-21.709,0.181,0.0
32.3878,-23.555,0.181,0.0
32.3978,-25.225,0.181,0.0
32.4078,-26.895,0.181,0.0
32.4178,-28.477,0.181,0.0
32.4278,-29.883,0.181,0.0
32.4378,-31.289,0.181,0.0
32.4478,-32.607,0.181,0.0
32.4578,-33.75,0.181,0.0
32.4678,-34.805,0.181,0.0
32.4778,-35.859,0.181,0.0
32.4878,-36.65,0.181,0.0
32.4978,-37.441,0.181,0.0
32.5078,-38.145,0.181,0.0
32.5179,-38.672,0.181,0.0
32.5279,-39.111,0.181,0.0
32.5378,-39.463,0.181,0.0
32.5478,-39.639,0.181,0.0
32.5578,-39.727,0.181,0.0
32.5679,-39.727,0.181,0.0
32.5778,-39.551,0.181,0.0
32.5878,-39.375,0.181,0.0
32.5978,-39.023,0.181,0.0
32.6078,-38.584,0.181,0.0
32.6178,-38.057,0.181,0.0
32.6278,-37.354,0.181,0.0
32.6378,-36.65,0.181,0.0
32.6479,-35.771,0.181,0.0
32.6578,-34.805,0.181,0.0
32.6678,-33.75,0.181,0.0
32.6778,-32.607,0.181,0.0
32.6878,-31.377,0.181,0.0
32.6978,-30.059,0.181,0.0
32.7079,-28.564,0.181,0.0
32.7178,-27.07,0.181,0.0
32.7278,-25.488,0.181,0.0
32.7378,-23.818,0.181,0.0
32.7478,-22.148,0.181,0.0
32.7578,-20.303,0.181,0.0
32.7678,-18.457,0.181,0.0
32.7778,-16.523,0.181,0.0
32.7878,-14.59,0.181,0.0
32.7978,-12.568,0.181,0.0
32.8079,-10.459,0.181,0.0
32.8178,-8.35,0.181,0.0
32.8278,-6.24,0.181,0.0
32.8378,-4.043,0.181,0.0
32.8478,-1.934,0.181,0.0
32.8578,0.264,0.181,0.0
32.8678,2.461,0.181,0.0
32.8778,4.658,0.181,0.0
32.8878,6.855,0.181,0.0
32.8978,8.965,0.181,0.0
32.9079,11.162,0.181,0.0
32.9178,13.271,0.181,0.0
32.9278,15.293,0.181,0.0
32.9378,17.314,0.181,0.0
32.9478,19.248,0.181,0.0
32.9578,21.182,0.181,0.0
32.9678,22.939,0.181,0.0
32.9779,24.697,0.181,0.0
32.9879,26.367,0.181,0.0
32.9978,27.949,0.181,0.0
33.0079,29.443,0.181,0.0
33.0179,30.85,0.181,0.0
33.0279,32.168,0.181,0.0
33.0379,33.398,0.181,0.0
33.048,34.453,0.181,0.0
33.0579,35.508,0.181,0.0
33.0679,36.387,0.181,0.0
33.0779,37.178,0.181,0.0
33.0879,37.881,0.181,0.0
33.0979,38.496,0.181,0.0
33.1079,38.936,0.181,0.0
33.1179,39.287,0.181,0.0
33.1279,39.551,0.181,0.0
33.1379,39.639,0.181,0.0
33.1479,39.639,0.181,0.0
33.1579,39.551,0.181,0.0
33.1679,39.375,0.181,0.0
33.1779,39.023,0.181,0.0
33.1879,38.584,0.181,0.0
33.1979,37.969,0.181,0.0
33.2079,37.354,0.181,0.0
33.2179,36.65,0.181,0.0
33.2279,35.771,0.181,0.0
33.2379,34.717,0.181,0.0
33.2479,33.662,0.181,0.0
33.2579,32.52,0.181,0.0
33.2679,31.201,0.181,0.0
33.2779,29.883,0.181,0.0
33.2879,28.389,0.181,0.0
33.2979,26.895,0.181,0.0
33.3079,25.225,0.181,0.0
33.3179,23.555,0.181,0.0
33.3279,21.797,0.181,0.0
